1192,2,antitrump
767,3,neutral
0,4,protrump
1036,5,neutral
1235,6,neutral
3223,7,antitrump
1,8,antitrump
209,9,protrump
878,10,protrump
888,11,neutral
2,12,antitrump
3417,13,protrump
4536,14,antitrump
334,15,protrump
2445,16,antitrump
181,17,neutral
1880,18,protrump
6182,19,protrump
3183,20,protrump
3,21,protrump
4,22,protrump
751,23,neutral
4999,24,protrump
6270,25,protrump
3346,26,antitrump
2785,27,neutral
1907,28,protrump
5679,29,antitrump
1881,30,antitrump
1403,31,protrump
564,32,neutral
5846,33,protrump
2389,34,antitrump
5,35,protrump
4349,36,protrump
2408,37,protrump
1104,38,protrump
242,39,protrump
520,40,protrump
934,41,protrump
6,42,protrump
1515,43,protrump
7,44,protrump
2122,45,antitrump
1670,46,protrump
340,47,antitrump
4337,48,antitrump
8,49,protrump
5312,50,protrump
4242,51,protrump
2724,52,protrump
3207,53,antitrump
9,54,antitrump
3449,55,protrump
2783,56,protrump
72,57,protrump
10,58,protrump
11,59,antitrump
4737,60,protrump
3378,61,antitrump
1878,62,antitrump
5999,63,antitrump
2380,64,antitrump
2784,65,protrump
1877,66,antitrump
424,67,protrump
12,68,antitrump
1973,69,protrump
1686,70,antitrump
13,71,antitrump
14,72,protrump
4517,73,protrump
1583,74,antitrump
1294,75,neutral
15,76,protrump
5187,77,antitrump
1514,78,antitrump
1093,79,antitrump
3784,80,antitrump
1879,81,antitrump
4383,82,protrump
16,83,protrump
848,84,protrump
25,85,neutral
5393,86,antitrump
5430,87,protrump
3111,88,protrump
1099,89,protrump
4244,90,antitrump
17,91,antitrump
2588,92,protrump
3446,93,protrump
2524,94,protrump
18,95,protrump
1197,96,protrump
1967,97,protrump
19,98,protrump
4352,99,protrump
5857,100,antitrump
1565,101,antitrump
1851,102,protrump
2556,103,protrump
2773,104,antitrump
750,105,antitrump
378,106,antitrump
2772,107,antitrump
1665,108,neutral
4388,109,protrump
3102,110,protrump
5291,111,protrump
1868,112,neutral
1061,113,antitrump
5142,114,protrump
259,115,protrump
20,116,antitrump
6389,117,protrump
21,118,antitrump
5389,119,antitrump
3435,120,protrump
4913,121,neutral
3100,122,protrump
2836,123,protrump
22,124,antitrump
4065,125,antitrump
6117,126,antitrump
2985,127,protrump
4143,128,protrump
283,129,protrump
5954,130,antitrump
23,131,antitrump
2976,132,antitrump
6263,133,antitrump
5697,134,protrump
24,135,antitrump
562,136,protrump
25,137,antitrump
6279,138,antitrump
114,139,protrump
5422,140,protrump
26,141,antitrump
5396,142,antitrump
27,143,protrump
1516,144,antitrump
3677,145,protrump
28,146,antitrump
1904,147,protrump
29,148,protrump
2931,149,protrump
30,150,protrump
31,151,protrump
4687,152,protrump
6394,153,antitrump
6234,154,antitrump
587,155,antitrump
32,156,protrump
897,157,protrump
6223,158,protrump
1344,159,protrump
2786,160,protrump
189,161,protrump
4309,162,protrump
1960,163,protrump
2850,164,antitrump
2278,165,protrump
116,166,protrump
2568,167,antitrump
6333,168,antitrump
2939,169,protrump
2463,170,antitrump
5987,171,protrump
33,172,protrump
3706,173,protrump
3118,174,antitrump
1058,175,protrump
1582,176,neutral
3301,177,antitrump
3209,178,antitrump
421,179,neutral
1531,180,protrump
1869,181,antitrump
766,182,protrump
4405,183,protrump
5932,184,neutral
6390,185,antitrump
1951,186,protrump
5594,187,antitrump
1325,188,protrump
1091,189,protrump
2411,190,protrump
5298,191,antitrump
867,192,antitrump
34,193,neutral
35,194,protrump
3189,195,protrump
3132,196,antitrump
1103,197,antitrump
248,198,protrump
400,199,protrump
2718,200,protrump
3210,201,protrump
2078,202,antitrump
2520,203,protrump
2918,204,antitrump
3344,205,protrump
4339,206,protrump
6136,207,antitrump
5861,208,protrump
1500,209,protrump
1389,210,protrump
2848,211,antitrump
995,212,protrump
2633,213,protrump
36,214,antitrump
4719,215,protrump
4898,216,antitrump
737,217,neutral
2060,218,antitrump
37,219,neutral
38,220,antitrump
39,221,protrump
2993,222,protrump
40,223,protrump
585,224,neutral
2672,225,protrump
3563,226,protrump
5195,227,protrump
5933,228,antitrump
813,229,protrump
1081,230,protrump
5563,231,protrump
2492,232,protrump
441,233,antitrump
1441,234,protrump
3306,235,protrump
5713,236,antitrump
222,237,protrump
1926,238,antitrump
5423,239,antitrump
3703,240,protrump
1434,241,antitrump
502,242,protrump
41,243,protrump
2378,244,antitrump
2354,245,protrump
4406,246,antitrump
1747,247,protrump
1581,248,protrump
1896,249,protrump
1079,250,protrump
5850,251,neutral
42,252,protrump
924,253,neutral
43,254,antitrump
3115,255,neutral
44,256,protrump
3839,257,protrump
4438,258,protrump
45,259,antitrump
46,260,protrump
5911,261,protrump
47,262,antitrump
1212,263,antitrump
3847,264,protrump
92,265,protrump
1664,266,antitrump
1628,267,antitrump
385,268,neutral
4432,269,antitrump
1808,270,protrump
1224,271,antitrump
3240,272,protrump
2871,273,antitrump
48,274,protrump
5398,275,protrump
4877,276,protrump
1872,277,antitrump
6434,278,protrump
49,279,antitrump
503,280,neutral
3526,281,neutral
323,282,protrump
760,283,antitrump
826,284,protrump
1268,285,neutral
3388,286,protrump
435,287,antitrump
50,288,protrump
51,289,protrump
4072,290,antitrump
5132,291,antitrump
2022,292,neutral
257,293,protrump
1601,294,neutral
52,295,protrump
4092,296,antitrump
53,297,antitrump
5033,298,antitrump
5272,299,protrump
5872,300,protrump
5139,301,antitrump
4973,302,protrump
5346,303,antitrump
3921,304,protrump
54,305,antitrump
4654,306,antitrump
980,307,antitrump
55,308,antitrump
822,309,protrump
4762,310,protrump
1338,311,neutral
396,312,antitrump
3717,313,protrump
4706,314,protrump
5407,315,antitrump
218,316,antitrump
4224,317,protrump
210,318,protrump
56,319,antitrump
2242,320,protrump
4210,321,protrump
3869,322,neutral
4264,323,antitrump
339,324,antitrump
4602,325,protrump
57,326,antitrump
5683,327,antitrump
2630,328,protrump
5027,329,antitrump
1169,330,protrump
1428,331,protrump
1887,332,protrump
444,333,protrump
373,334,protrump
4347,335,antitrump
851,336,protrump
1080,337,protrump
58,338,antitrump
536,339,protrump
1427,340,protrump
5114,341,antitrump
1510,342,antitrump
59,343,antitrump
5241,344,protrump
5607,345,protrump
60,346,antitrump
61,347,antitrump
62,348,antitrump
3883,349,protrump
2528,350,protrump
6231,351,antitrump
982,352,neutral
6366,353,antitrump
4814,354,protrump
6214,355,antitrump
1698,356,antitrump
63,357,antitrump
2992,358,antitrump
4549,359,protrump
6248,360,protrump
3871,361,protrump
4554,362,antitrump
1975,363,antitrump
2338,364,antitrump
4401,365,protrump
1383,366,antitrump
64,367,protrump
1144,368,antitrump
4795,369,protrump
2074,370,antitrump
4984,371,protrump
835,372,protrump
1847,373,protrump
1074,374,neutral
1731,375,antitrump
1558,376,protrump
2930,377,antitrump
65,378,antitrump
1511,379,antitrump
810,380,neutral
1733,381,antitrump
66,382,protrump
67,383,antitrump
4650,384,protrump
68,385,protrump
871,386,protrump
5030,387,protrump
120,388,protrump
69,389,protrump
4557,390,antitrump
125,391,protrump
4673,392,antitrump
2563,393,antitrump
6417,394,protrump
4735,395,antitrump
3543,396,antitrump
3887,397,antitrump
5517,398,protrump
70,399,antitrump
4690,400,protrump
280,401,protrump
4159,402,protrump
962,403,protrump
4139,404,protrump
4649,405,protrump
563,406,protrump
1723,407,antitrump
2829,408,protrump
5141,409,protrump
71,410,antitrump
2935,411,protrump
72,412,antitrump
1082,413,protrump
73,414,antitrump
282,415,protrump
40,416,protrump
724,417,protrump
74,418,antitrump
687,419,protrump
405,420,protrump
75,421,protrump
1128,422,neutral
76,423,antitrump
738,424,antitrump
3691,425,protrump
2487,426,antitrump
2998,427,protrump
4958,428,protrump
5140,429,protrump
77,430,antitrump
78,431,protrump
79,432,protrump
80,433,protrump
81,434,protrump
82,435,antitrump
83,436,antitrump
84,437,antitrump
2879,438,protrump
85,439,antitrump
86,440,protrump
3133,441,protrump
87,442,protrump
4879,443,antitrump
393,444,protrump
88,445,neutral
2244,446,neutral
3540,447,protrump
3341,448,protrump
778,449,neutral
4138,450,antitrump
89,451,antitrump
2101,452,protrump
413,453,antitrump
1543,454,protrump
4466,455,protrump
841,456,protrump
2651,457,antitrump
6166,458,antitrump
2656,459,antitrump
90,460,antitrump
91,461,protrump
1489,462,protrump
1207,463,protrump
3226,464,antitrump
4180,465,antitrump
3125,466,protrump
495,467,protrump
4623,468,antitrump
3090,469,antitrump
92,470,antitrump
93,471,antitrump
94,472,protrump
2475,473,protrump
95,474,protrump
1931,475,protrump
1498,476,neutral
5138,477,neutral
1909,478,protrump
3060,479,protrump
1499,480,protrump
96,481,antitrump
5880,482,antitrump
97,483,antitrump
98,484,antitrump
5891,485,antitrump
1607,486,antitrump
3793,487,protrump
4696,488,protrump
4241,489,antitrump
2814,490,neutral
2399,491,protrump
5626,492,antitrump
5439,493,protrump
99,494,antitrump
5615,495,protrump
875,496,antitrump
3711,497,antitrump
2252,498,antitrump
5512,499,neutral
5436,500,neutral
