0,1054,1
772,1,1
1,1215,1
284,1,1
1,636,1
151,2,2
2,3019,1
353,2,1
2,1572,52
298,2,2
2,3020,1
3,4867,2
3,2773,1
421,3,2
1315,2821,2
1167,2821,9
38,3021,1
4,3022,1
419,4,10
4,2842,1
5,4,1
33,4,2
207,4,1
4,2069,1
6,4,2
4,1896,1
4,207,1
7,4,1
4,215,4
2826,4,2
4,3023,2
101,4,1
249,4,2
4,2060,3
8,4,4
4119,30,1
30,937,4
9,30,2
479,30,1
49,30,1
10,30,1
30,1216,1
30,1631,1
30,3955,1
30,43,2
946,30,1
11,30,1
12,30,1
317,4788,1
317,2821,1
10,419,3
10,916,1
10,249,1
10,444,1
1737,48,63
48,6897,1
4736,48,1
48,4415,2
48,942,1
13,2350,2
14,13,1
13,3024,1
13,2091,1
13,1282,1
611,13,7
22,400,1
22,1225,1
22,1282,2
22,1617,2
345,22,1
22,623,1
15,22,1
22,937,2
373,22,1
22,3025,1
22,1631,1
22,66,1
22,565,1
16,22,1
22,954,2
22,1215,1
17,3644,3
17,2009,2
2081,207,1
2081,1318,1
654,2081,1
249,2081,2
724,2081,1
2081,145,1
2081,1198,2
4556,18,1
18,2138,1
18,28,2
309,18,1
19,18,1
18,1572,1
38,18,1
20,18,8
66,18,1
18,937,2
18,4119,1
18,1631,1
470,18,1
546,18,2
18,207,1
18,1708,1
249,18,1
3296,18,1
21,22,2
22,2243,1
22,1269,2
23,24,1
24,6398,1
24,3385,2
2609,24,1
1062,24,1
1047,24,2
1042,24,3
24,841,8
2060,24,2
108,64,1
25,64,1
26,3026,2
325,51,3
2946,51,1
3015,51,1
51,3825,1
2183,51,1
1216,51,1
27,51,1
7,51,1
2212,51,1
53,51,1
66,51,2
28,51,1
249,51,1
647,51,1
29,2543,2
29,2634,2
504,29,2
29,1282,7
29,753,5
29,2213,3
6135,29,2
29,522,3
806,29,1
810,29,1
29,4106,1
29,550,3
29,1670,2
29,2060,7
1059,29,1
70,29,4
29,200,4
99,29,1
29,3027,1
29,6837,1
30,29,1
29,785,1
31,29,1
32,29,1
33,29,1
29,3372,1
29,1673,1
29,3028,1
29,2351,4
34,29,1
29,2883,2
29,246,1
29,285,1
35,29,2
29,3029,4
36,29,1
841,29,1
109,29,3
37,38,3
766,38,3
38,1721,2
504,39,2
39,4368,3
40,39,1
2749,3030,1
57,295,1
41,57,3
57,210,2
57,271,1
57,186,2
57,1282,1
57,961,1
57,4119,1
57,550,1
57,663,2
57,290,1
57,2510,2
57,1651,1
57,8762,2
57,1329,4
57,2259,1
57,249,1
57,1369,1
70,57,2
57,7229,2
57,3031,1
57,444,5
57,185,1
57,771,2
133,71,1
71,2667,2
42,71,1
71,271,3
71,1561,2
71,746,2
715,2780,7
325,2780,5
67,1805,5
67,786,1
73,1099,12
73,1978,2
73,4251,1
5,73,2
73,3921,2
2486,73,1
2697,73,1
3879,73,1
487,73,1
702,73,2
73,1195,2
73,3883,1
43,73,1
44,73,1
45,73,1
46,73,2
73,7578,1
2862,73,1
73,4839,1
47,73,2
216,73,1
1001,73,1
73,3032,1
