0,2454,1
0,1322,1
1,0,1
1281,2,1
50,2,1
2,707,1
2,2336,1
2,2050,1
2,1421,1
66,2,1
2,589,4
3,2,1
4,2,5
2,407,7
5,2,1
2,971,1
6978,2,1
869,2,1
869,6,1
6,1099,1
2007,6,1
6,971,1
7,2821,1
8,2821,1
3988,2821,1
869,2821,4
2821,7221,2
971,2821,3
9,2821,1
3699,2821,1
3473,2821,1
5,2821,1
2821,785,1
1613,2821,1
10,5,3
10,215,4
10,1099,4
869,10,2
702,10,3
10,4906,1
10,971,1
10,3473,1
42,10,1
1956,10,1
10,4287,1
250,2876,2
11,7124,1
4476,12,1
12,4632,2
971,44,1
44,4552,1
15,230,1
13,15,1
346,15,2
15,463,2
15,1258,2
15,1478,2
15,2020,1
15,2931,3
15,7003,1
15,3151,4
15,7241,5
15,1234,1
15,1008,1
15,2454,1
15,1635,2
15,2324,1
9,15,6
15,1326,1
66,15,3
15,6869,1
15,1023,1
15,5134,1
50,15,1
15,1464,1
15,3396,12
15,2008,2
15,3923,1
14,15,1
15,674,1
15,770,1
15,122,1
15,3975,1
15,15,1
15,2609,1
15,2910,1
15,823,1
15,7340,1
15,2043,1
15,3743,1
15,3153,1
15,5252,1
15,6789,1
16,15,1
1017,15,1
15,4156,1
15,518,3
15,227,1
15,1650,1
15,2336,1
616,15,1
1005,15,1
15,1542,1
15,400,1
1704,15,1
15,761,1
2565,15,3
15,431,23
2319,15,1
15,755,1
15,193,2
15,199,1
15,3323,1
15,1319,1
15,448,1
15,2271,1
15,2348,1
3635,4119,2
3635,1542,1
6787,3635,1
2319,3635,1
249,3635,1
17,1264,1
17,1160,1
17,1357,1
18,17,4
942,17,2
19,17,1
17,2911,1
17,233,1
17,2375,1
17,1686,1
17,118,1
20,17,1
17,2912,1
17,823,1
17,5913,1
17,2925,1
17,2855,3
17,871,1
21,17,3
17,707,2
17,6080,1
17,3259,1
17,238,1
10,17,1
17,6787,1
17,273,3
17,2324,1
204,17,1
17,1061,1
17,2026,1
22,17,1
17,156,2
17,4536,1
23,17,1
17,5068,1
17,1520,1
17,2100,1
17,2828,1
31,869,9
31,2537,1
31,2958,1
31,183,1
31,3866,1
31,4569,10
31,4755,2
31,190,1
31,1694,1
31,2913,1
31,5497,1
31,7980,1
31,2914,1
31,446,2
31,2915,1
31,1954,1
31,1898,3
31,2916,1
31,2087,2
31,979,1
31,3552,1
31,1737,3
31,2917,1
31,1884,2
31,1467,3
31,4736,7
31,2918,1
31,781,1
31,1200,2
31,2919,1
31,2920,1
31,2865,1
31,1015,1
31,3275,2
31,2921,1
31,359,2
31,2922,2
31,2923,1
31,2720,1
31,9779,2
31,739,1
31,2312,2
31,8821,1
31,2065,2
31,2309,1
31,172,2
31,2713,1
3719,31,1
31,2006,1
31,1857,1
31,2924,1
31,4293,1
31,2879,3
31,4570,2
31,2925,1
31,2926,1
31,1808,1
31,770,1
31,2511,2
31,3857,1
31,971,2
31,1700,1
31,2489,1
31,2382,1
31,621,1
31,2927,1
31,6981,1
24,31,1
31,8652,1
31,2928,1
31,3627,1
31,1123,1
31,4841,1
31,2929,1
1192,31,1
31,2930,1
31,9224,1
