0,3933,1
12219,0,1
7,11417,1
12,715,2
12,1930,2
1,12,1
2,12,3
182,12,2
3,12,1
4,12,2
12,38,3
5,12,1
12,1584,1
12,763,2
5243,12,2
12,9196,1
12,440,2
444,12,2
2356,6,4
2344,6,2
6,1780,1
6,40,1
7,6,3
1430,6,2
8,610,1
824,8,2
8,13145,1
8,3934,1
5382,8,1
0,3692,1
9,0,1
0,145,4
4575,0,1
0,40,3
4336,97,2
97,522,2
10,97,3
97,3820,2
11,97,2
3429,3935,11
439,3935,4
12,570,3
13,296,1
13,477,8
13,3050,1
13,8660,2
13,10688,1
3862,13,3
13,1939,1
13,3058,1
13,1206,1
14,3936,2
15,3936,4
136,3936,2
786,3936,3
16,3937,2
17,695,1
2138,695,1
182,695,2
2859,695,1
18,695,1
232,695,1
19,695,1
6089,695,1
20,21,1
21,1930,10
3172,21,1
237,21,1
898,21,1
22,21,1
317,21,1
23,21,2
24,21,1
13197,21,10
21,3938,1
552,21,1
25,21,1
21,454,1
37,21,2
31,21,1
26,21,5
1771,21,2
21,13206,1
27,2315,1
2695,28,2
28,1252,1
10,28,2
29,1140,3
2306,29,2
29,5382,1
29,178,2
403,3218,3
1134,403,2
1901,403,2
5395,403,2
6514,403,3
30,403,2
60,403,4
31,1542,1
31,2015,2
31,963,1
32,1133,1
32,2597,1
32,2320,1
32,1154,1
60,32,2
32,2233,1
32,287,1
32,1748,1
32,7687,1
1294,2347,3
3429,3939,2
33,2927,1
33,6600,2
2326,33,2
34,33,1
33,434,1
10,3940,2
153,36,1
35,36,1
36,3951,1
36,921,4
37,36,1
198,36,1
5,3941,4
37,3941,3
60,3941,1
757,38,2
757,597,3
444,757,4
757,717,1
757,1735,1
757,3218,3
757,11437,3
757,3942,1
101,8259,2
1656,3943,1
585,3943,1
38,3943,1
7139,3943,1
39,3943,1
40,3943,3
3605,3943,2
9816,3943,2
1103,1036,1
1036,4182,3
1036,441,1
606,2586,1
606,3944,1
606,3945,1
60,606,1
606,3337,1
606,5560,1
606,5168,1
883,606,1
195,606,1
606,4150,1
606,627,2
606,10877,1
606,5412,3
606,3946,1
1042,9621,2
1042,3969,1
1070,1042,2
41,1042,2
37,1042,1
42,43,1
43,3229,2
43,4626,3
43,683,1
43,3947,3
1065,3818,1
1065,1066,1
1065,2617,3
444,1079,5
255,11,1
11,1850,6
11,2587,1
11,1160,2
1698,11,2
153,11,12
11,182,74
11,369,2
12,11,39
16,11,3
11,2732,7
2356,11,6
11,3948,1
11,820,3
44,11,5
11,100,1
11,504,2
45,11,3
11,1466,1
11,1803,36
11,803,2
100,11,1
11,205,1
11,7087,2
11,477,36
11,32,1
11,197,1
11,420,1
10,11,1
11,130,6
11,25,10
4575,11,1
11,2060,1
11,8109,16
38,11,4
580,11,3
11,7193,12
11,3544,1
11,382,2
3156,11,1
11,8170,1
11,5450,19
11,3878,2
369,11,1
11,353,6
11,3949,4
11,5913,1
11,104,6
708,11,1
11,2085,1
11,2304,1
11,1649,1
46,3950,2
1803,3951,3
47,373,6
3954,47,1
47,2366,2
47,4961,4
262,1296,2
1296,11383,1
48,3952,1
8808,3952,1
49,3952,1
136,3952,6
